Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Filename,Paragraph Index,Document
Reporting Bugs/Feature Requests,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,5,contributing
We welcome you to use the GitHub issue tracker to report bugs or suggest features.,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,6,contributing
"When filing an issue, please check existing open, or recently closed, issues to make sure somebody else hasn't already
reported the issue. Please try to include as much information as you can. Details like these are incredibly useful:",0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,7,contributing
- A reproducible test case or series of steps,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,8,contributing
- The version of our code being used,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,9,contributing
- Any modifications you've made relevant to the bug,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,10,contributing
- Anything unusual about your environment or deployment,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,11,contributing
Contributing via Pull Requests,1,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,12,contributing
"Contributions via pull requests are much appreciated. Before sending us a pull request, please ensure that:",1,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,13,contributing
1.  You are working against the latest source on the master branch.,1,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,14,contributing
"2.  You check existing open, and recently merged, pull requests to make sure someone else hasn't addressed the problem already.",1,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,15,contributing
3.  You open an issue to discuss any significant work - we would hate for your time to be wasted.,1,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,16,contributing
"To send us a pull request, please:",0,0,0,0,0,1,aws@aws-lambda-dotnet.xlsx,17,contributing
1.  Fork the repository.,0,0,0,0,0,1,aws@aws-lambda-dotnet.xlsx,18,contributing
"2.  Modify the source; please focus on the specific change you are contributing. If you also reformat all the code, it will be hard for us to focus on your change.",0,0,0,0,0,1,aws@aws-lambda-dotnet.xlsx,19,contributing
3.  Ensure local tests pass.,0,0,0,0,0,1,aws@aws-lambda-dotnet.xlsx,20,contributing
4.  Commit to your fork using clear commit messages.,0,0,0,0,0,1,aws@aws-lambda-dotnet.xlsx,21,contributing
"5.  Send us a pull request, answering any default questions in the pull request interface.",0,0,0,0,0,1,aws@aws-lambda-dotnet.xlsx,22,contributing
"6.  Pay attention to any automated CI failures reported in the pull request, and stay involved in the conversation.",0,0,0,0,0,1,aws@aws-lambda-dotnet.xlsx,23,contributing
"GitHub provides additional document on forking a repository and
creating a pull request.",0,0,0,0,0,1,aws@aws-lambda-dotnet.xlsx,24,contributing
Finding contributions to work on,0,1,0,0,0,0,aws@aws-lambda-dotnet.xlsx,25,contributing
"Looking at the existing issues is a great way to find something to contribute on. As our projects, by default, use the default GitHub issue labels ((enhancement/bug/duplicate/help wanted/invalid/question/wontfix), looking at any 'help wanted' issues is a great place to start.",0,1,0,0,0,0,aws@aws-lambda-dotnet.xlsx,26,contributing
Code of Conduct,0,0,1,0,0,0,aws@aws-lambda-dotnet.xlsx,27,contributing
"This project has adopted the Amazon Open Source Code of Conduct.
For more information see the Code of Conduct FAQ or contact
opensource-codeofconduct@amazon.com with any additional questions or comments.",0,0,1,0,0,0,aws@aws-lambda-dotnet.xlsx,28,contributing
Security issue notifications,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,29,contributing
If you discover a potential security issue in this project we ask that you notify AWS/Amazon Security via our vulnerability reporting page. Please do not create a public github issue.,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,30,contributing
Licensing,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,31,contributing
See the LICENSE file for our project's licensing. We will ask you to confirm the licensing of your contribution.,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,32,contributing
We may ask you to sign a Contributor License Agreement (CLA) for larger changes.,0,0,0,0,0,0,aws@aws-lambda-dotnet.xlsx,33,contributing
Contributing to the AWS SDK for Java,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,2,contributing
"Thank you for your interest in contributing the AWS SDK for Java! We work hard
to provide a high quality and useful SDK for our customers, and we appreciate
your interest in helping us and the rest of our community of users. We welcome
bug reports, feature requests, and code contributions.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,3,contributing
Jump To:,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,4,contributing
- Bug Reports,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,5,contributing
- Feature Requests,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,6,contributing
- Code Contributions,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,7,contributing
Bug Reports,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,8,contributing
Bug reports are accepted through the Issues page.,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,9,contributing
"The following labels are used to track bug related issues: bug,
documentation.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,10,contributing
Before Submitting a Bug Report,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,11,contributing
"Before submitting a bug report, please do the following:",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,12,contributing
"1.  Do a search through the existing issues to make sure it has not already been
reported. If there's an existing one, be sure give a +1 reaction which will
help us prioritize which issues to address first.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,13,contributing
"2.  If possible, upgrade to the latest release of the SDK. The SDK has a near
daily release cadence so it's possible the bug has already been fixed in the
latest version. We maintain a strong backwards compatibility guarantee
between patch version releases so you can be confident that your application
will continue to work as expected with the newer version.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,14,contributing
"If, after doing the above steps, you determine that you need to submit a bug
report, refer to the next section.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,15,contributing
Submitting a Bug Report,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,16,contributing
"So that we are able to assist you as effectively as possible with the issue,
please ensure that your bug report has the following:",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,17,contributing
"- A short, descriptive title. Ideally, other community members should be able
to get a good idea of the issue just from reading the title.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,18,contributing
"- A succint, detailed description of the problem you're experiencing. This
should include:",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,19,contributing
- Expected behavior of the SDK and the actual behavior exhibited.,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,20,contributing
"- Any details of your application environment that may be relevant. At
minimum, this should include the SDK version and JRE version.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,21,contributing
"- If applicable, the exception stacktrace.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,22,contributing
"- If you are able to create one, include a Minimal Working Example
that reproduces the issue.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,23,contributing
"- Markdown formatting as appropriate to make the report easier to
read; for example use code blocks when pasting a code snippet and exception
stacktraces.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,24,contributing
Feature Requests,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,25,contributing
"Like bug reports, feature requests are submitted through the Issues
page.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,26,contributing
"As with Bug Reports, please do a search of the open requests first before
submitting a new one to avoid duplicates. If you find an existing one, give it
a +1.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,27,contributing
"NOTE: If this is a feature you intend to implement, please be sure to
submit the feature request before working on any code changes. This will
allow members on the SDK team to have a discussion with you to ensure that it's
the right design and that it makes sense to include in the SDK. Keep in mind
that other concerns like source and binary compatibility will also play a
deciding factor.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,28,contributing
Feature requests are labeled with feature-request.,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,29,contributing
Submitting a Feature Request,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,30,contributing
Open an issue with the following:,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,31,contributing
"- A short, descriptive title. Ideally, other community members should be able
to get a good idea of the feature just from reading the title.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,32,contributing
"- A detailed description of the the proposed feature. Include justification for
why it should be added to the SDK, and possibly example code to illustrate
how it should work.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,33,contributing
"- Markdown formatting as appropriate to make the request easier to
read.",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,34,contributing
"- If you intend to implement this feature, indicate that you'd like to the
issue to be assigned to you",0,0,0,0,0,0,aws@aws-sdk-java.xlsx,35,contributing
Code Contributions,0,0,0,0,0,0,aws@aws-sdk-java.xlsx,36,contributing
"Code contributions to the SDK are done through Pull Requests.
Please keep the following in mind when considering a code contribution:",0,0,0,0,0,1,aws@aws-sdk-java.xlsx,37,contributing
- The SDK is released under the Apache 2.0 License.,0,0,0,0,0,1,aws@aws-sdk-java.xlsx,38,contributing
"Any code you submit will be released under this license. If you are
contributing a large/substantial feature, you may be asked to sign a
Contributor License Agreement (CLA).",0,0,0,0,0,1,aws@aws-sdk-java.xlsx,39,contributing
"- For anything but very small or quick changes, you should always start by
checking the Issues page to see if the work is already being done
by another person.",1,0,0,0,0,0,aws@aws-sdk-java.xlsx,40,contributing
"If you're working on a bug fix, check to see if the bug has already been
reported. If it has but no one is assigned to it, ask one of the maintainers
to assign it to you before beginning work.  If you're confident the bug
hasn't been reported yet, create a new Bug Report then ask to
be assigned to it.",1,0,0,0,0,0,aws@aws-sdk-java.xlsx,41,contributing
"If you are thinking about adding entirely new functionality, open a Feature
Request or ping the maintainers to ask for
feedback first before beginning work; again this is to make sure that no one
else is already working on it, and also that it makes sense to be included in
the SDK.",1,0,0,0,0,0,aws@aws-sdk-java.xlsx,42,contributing
"- All code contributions must be accompanied with new or modified tests that
verify that the code works as expected; i.e. that the issue has been fixed or
that the functionality works as intended.",0,0,0,0,0,1,aws@aws-sdk-java.xlsx,43,contributing
Pull Request Readiness,0,0,0,0,0,1,aws@aws-sdk-java.xlsx,44,contributing
"Before submitting your pull request, refer to the pull request readiness
checklist below:",0,0,0,0,0,1,aws@aws-sdk-java.xlsx,45,contributing
- [ ] Includes tests to exercise the new behavior,0,0,0,0,0,1,aws@aws-sdk-java.xlsx,46,contributing
"- [ ] Code is documented, especially public and user-facing constructs",0,0,0,0,0,1,aws@aws-sdk-java.xlsx,47,contributing
- [ ] Local run of mvn install succeeds,0,0,0,0,0,1,aws@aws-sdk-java.xlsx,48,contributing
- [ ] Git commit message is detailed and includes context behind the change,0,0,0,0,0,1,aws@aws-sdk-java.xlsx,49,contributing
"- [ ] If the change is related to an existing Bug Report or Feature Request,
the issue number is referenced",0,0,0,0,0,1,aws@aws-sdk-java.xlsx,50,contributing
"Note: Some changes have additional requirements. Refer to the section below
to see if your change will require additional work to be accepted.",0,0,0,0,0,1,aws@aws-sdk-java.xlsx,51,contributing
Additional Pull Request Requirements,0,0,0,0,0,1,aws@aws-sdk-java.xlsx,52,contributing
Getting Your Pull Request Merged,0,0,0,0,0,1,aws@aws-sdk-java.xlsx,53,contributing
"All Pull Requests must be approved by at least one member of the SDK team
before it can be merged in. The members only have limited bandwidth to review
Pull Requests so it's not unusual for a Pull Request to go unreviewed for a few
days, especially if it's a large or complex one. If, after a week, your Pull
Request has not had any engagement from the SDK team, feel free to ping a
member to ask for a review.",0,0,0,0,0,1,aws@aws-sdk-java.xlsx,54,contributing
"If your branch has more than one commit when it's approved, you will also be
asked to squash them into a single commit before it is
merged in.",0,0,0,0,0,1,aws@aws-sdk-java.xlsx,55,contributing
Getting in Contact,0,0,1,0,0,0,aws@aws-sdk-java.xlsx,56,contributing
- Come chat with us on Gitter!,0,0,1,0,0,0,aws@aws-sdk-java.xlsx,57,contributing
Contributing to the AWS SDK for PHP,0,0,0,0,0,0,aws@aws-sdk-php.xlsx,2,contributing
"We work hard to provide a high-quality and useful SDK for our AWS services, and
we greatly value feedback and contributions from our community. Please submit
your issues or pull requests through GitHub.",0,0,0,0,0,1,aws@aws-sdk-php.xlsx,3,contributing
Things to keep in mind,0,0,0,0,0,1,aws@aws-sdk-php.xlsx,4,contributing
"1.  The SDK is released under the Apache license. Any code you submit
will be released under that license. For substantial contributions, we may
ask you to sign a Contributor License Agreement (CLA).",0,0,0,0,0,1,aws@aws-sdk-php.xlsx,5,contributing
"2.  We follow all of the relevant PSR recommendations from the PHP Framework
Interop Group. Please submit code that follows these standards.
The PHP CS Fixer tool can be helpful for formatting your code.",0,0,0,0,1,0,aws@aws-sdk-php.xlsx,6,contributing
"3.  We maintain a high percentage of code coverage in our unit tests. If you make
changes to the code, please add, update, and/or remove tests as appropriate.",0,0,0,0,0,1,aws@aws-sdk-php.xlsx,7,contributing
"4.  Static code analysis with PHPStan is automatically run on the src
directory for submitted pull requests. If there is a case that needs to be
ignored by static analysis, please update the ignoreErrors section in the
phpstan.neon config file in your PR, and point out why this case warrants
ignoring.",0,0,0,0,0,1,aws@aws-sdk-php.xlsx,8,contributing
"5.  We may choose not to accept pull requests that change files in the src/data
directory, since we generate these files based on our internal knowledge of
the AWS services. Please check in with us ahead of time if you find a mistake
or missing feature that would affect those files.",0,0,0,0,1,0,aws@aws-sdk-php.xlsx,9,contributing
