Paragraph,CF – Contribution flow,CT – Choose a task,TC – Talk to the community,BW – Build local workspace,DC – Deal with the code,SC – Submit the changes,Label,Spreadsheet,Worksheet,Row Index
Reporting Bugs,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,75
"This section guides you through submitting a bug report for Atom. Following these guidelines helps maintainers and the community understand your report :pencil:, reproduce the behavior :computer: :computer:, and find related reports :mag_right:.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,76
"Before creating bug reports, please check this list as you might find out that you don't need to create one. When you are creating a bug report, please include as many details as possible. Fill out the required template, the information it asks for helps us resolve issues faster.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,77
"Note: If you find a Closed issue that seems like it is the same thing that you're experiencing, open a new issue and include a link to the original issue in the body of your new one.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,78
Before Submitting A Bug Report,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,79
"- Check the debugging guide. You might be able to find the cause of the problem and fix things yourself. Most importantly, check if you can reproduce the problem in the latest version of Atom, if the problem happens when you run Atom in safe mode, and if you can get the desired behavior by changing Atom's or packages' config settings.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,80
- Check the FAQs on the forum for a list of common questions and problems.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,81
- Determine which repository the problem should be reported in.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,82
"- Perform a cursory search to see if the problem has already been reported. If it has and the issue is still open, add a comment to the existing issue instead of opening a new one.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,83
How Do I Submit A (Good) Bug Report?,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,84
"Bugs are tracked as GitHub issues. After you've determined which repository your bug is related to, create an issue on that repository and provide the following information by filling in the template.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,85
Explain the problem and include additional details to help maintainers reproduce the problem:,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,86
- Use a clear and descriptive title for the issue to identify the problem.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,87
"- Describe the exact steps which reproduce the problem in as many details as possible. For example, start by explaining how you started Atom, e.g. which command exactly you used in the terminal, or how you started Atom otherwise. When listing steps, don't just say what you did, but explain how you did it. For example, if you moved the cursor to the end of a line, explain if you used the mouse, or a keyboard shortcut or an Atom command, and if so which one?",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,88
"- Provide specific examples to demonstrate the steps. Include links to files or GitHub projects, or copy/pasteable snippets, which you use in those examples. If you're providing snippets in the issue, use Markdown code blocks.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,89
- Describe the behavior you observed after following the steps and point out what exactly is the problem with that behavior.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,90
- Explain which behavior you expected to see instead and why.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,91
"- Include screenshots and animated GIFs which show you following the described steps and clearly demonstrate the problem. If you use the keyboard while following the steps, record the GIF with the Keybinding Resolver shown. You can use this tool to record GIFs on macOS and Windows, and this tool or this tool on Linux.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,92
"- If you're reporting that Atom crashed, include a crash report with a stack trace from the operating system. On macOS, the crash report will be available in Console.app under ""Diagnostic and usage information"" > ""User diagnostic reports"". Include the crash report in the issue in a code block, a file attachment, or put it in a gist and provide link to that gist.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,93
"- If the problem is related to performance or memory, include a CPU profile capture with your report.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,94
"- If Chrome's developer tools pane is shown without you triggering it, that normally means that you have a syntax error in one of your themes or in your styles.less. Try running in Safe Mode and using a different theme or comment out the contents of your styles.less to see if that fixes the problem.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,95
"- If the problem wasn't triggered by a specific action, describe what you were doing before the problem happened and share more information using the guidelines below.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,96
Provide more context by answering these questions:,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,97
- Can you reproduce the problem in safe mode?,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,98
- Did the problem start happening recently (e.g. after updating to a new version of Atom) or was this always a problem?,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,99
"- If the problem started happening recently, can you reproduce the problem in an older version of Atom? What's the most recent version in which the problem doesn't happen? You can download older versions of Atom from the releases page.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,100
"- Can you reliably reproduce the issue? If not, provide details about how often the problem happens and under which conditions it normally happens.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,101
"- If the problem is related to working with files (e.g. opening and editing files), does the problem happen for all files and projects or only some? Does the problem happen only when working with local or remote files (e.g. on network drives), with files of a specific type (e.g. only JavaScript or Python files), with large files or files with very long lines, or with files in a specific encoding? Is there anything else special about the files you are using?",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,102
Include details about your configuration and environment:,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,103
"- Which version of Atom are you using? You can get the exact version by running atom -v in your terminal, or by starting Atom and running the Application: About command from the Command Palette.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,104
- What's the name and version of the OS you're using?,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,105
"- Are you running Atom in a virtual machine? If so, which VM software are you using and which operating systems and versions are used for the host and the guest?",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,106
- Which packages do you have installed? You can get that list by running apm list --installed.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,107
"- Are you using local configuration files config.cson, keymap.cson, snippets.cson, styles.less and init.coffee to customize Atom? If so, provide the contents of those files, preferably in a code block or with a link to a gist.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,108
"- Are you using Atom with multiple monitors? If so, can you reproduce the problem when you use a single monitor?",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,109
- Which keyboard layout are you using? Are you using a US layout or some other layout?,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,110
Suggesting Enhancements,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,111
"This section guides you through submitting an enhancement suggestion for Atom, including completely new features and minor improvements to existing functionality. Following these guidelines helps maintainers and the community understand your suggestion :pencil: and find related suggestions :mag_right:.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,112
"Before creating enhancement suggestions, please check this list as you might find out that you don't need to create one. When you are creating an enhancement suggestion, please include as many details as possible. Fill in the template, including the steps that you imagine you would take if the feature you're requesting existed.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,113
Before Submitting An Enhancement Suggestion,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,114
- Check the debugging guide for tips the latest version of Atom and if you can get the desired behavior by changing Atom's or packages' config settings.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,115
- Check if there's already a package which provides that enhancement.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,116
- Determine which repository the enhancement should be suggested in.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,117
"- Perform a cursory search to see if the enhancement has already been suggested. If it has, add a comment to the existing issue instead of opening a new one.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,118
How Do I Submit A (Good) Enhancement Suggestion?,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,119
"Enhancement suggestions are tracked as GitHub issues. After you've determined which repository your enhancement suggestion is related to, create an issue on that repository and provide the following information:",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,120
- Use a clear and descriptive title for the issue to identify the suggestion.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,121
- Provide a step-by-step description of the suggested enhancement in as many details as possible.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,122
"- Provide specific examples to demonstrate the steps. Include copy/pasteable snippets which you use in those examples, as Markdown code blocks.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,123
- Describe the current behavior and explain which behavior you expected to see instead and why.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,124
"- Include screenshots and animated GIFs which help you demonstrate the steps or point out the part of Atom which the suggestion is related to. You can use this tool to record GIFs on macOS and Windows, and this tool or this tool on Linux.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,125
- Explain why this enhancement would be useful to most Atom users and isn't something that can or should be implemented as a community package.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,126
- List some other text editors or applications where this enhancement exists.,0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,127
"- Specify which version of Atom you're using. You can get the exact version by running atom -v in your terminal, or by starting Atom and running the Application: About command from the Command Palette.",0,0,0,0,0,0,No categories identified.,atom@atom.xlsx,contributing,128
